Job Title,Job Salary,Key Skills,Role Category,Functional Area,Industry,Role
UI Architect,"15,00,000-30,00,000",angularjs css ui ui_architect postgresql ember.js mysql javascript bootstrap mongodb grunt karma,Programming_&_Design,IT_Software,IT-Software Software_Services,Technical Architect
Fashion Consultant,"3,00,000-4,50,000",human_resource_management fashion_designing hr sales_executive_activities design embroidery fashion_assistant customer_complaints dealing fashion_consultant,Designer,Fashion_Designing Merchandising,Textiles Garments Accessories,Merchandiser
Subject Matter Expert Veritas Cluster,Not Disclosed by Recruiter,change_management itsm technical_support datacenter application_integration problem_management incident_management performance_tuning veritas_cluster db it_operations,Programming_&_Design,IT_Software,IT-Software Software_Services,Subject Matter Expert
Job Opening for Sm avp mobility in a Leading Bank Mumbai,"15,00,000-22,50,000",mobile_banking,Senior_Management,IT_Software,Banking Financial_Services Broking,Head/VP/GM-Technology(IT)/CTO
 NET Developers C ,Not Disclosed by Recruiter,ms_sql_server c# rest .net web_services c#.net continuous_integration installshield defect_tracking web_technologies,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Assistant Manager Purchase,Not Disclosed by Recruiter,costing vendor_development,Purchase Material_Management,Supply_Chain Logistics Purchase Materials,Construction Engineering Cement Metals,Material Management Executive/Manager
Java Developer,Not Disclosed by Recruiter,javascript jquery css angularjs html spring rest hibernate web_services java,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Customer Support Executive Hindi Voice process ,Not Disclosed by Recruiter,voice_process customer_satisfaction customer_support_executive customer_support,Other,ITES BPO KPO LPO Customer_Service Operations,Recruitment Staffing,Fresher
Data Architecture Principles,Not Disclosed by Recruiter,sas data_analysis big_data data_collection data_modeling data_architecture data_analytics etl data_governance,Programming_&_Design,IT_Software,IT-Software Software_Services,Technical Architect
Head Company Secretary and Legal Global Leader in Health Nutrition,Not Disclosed by Recruiter,company_secretarial company_secretary legal secretarial_activities,Senior_Management,Accounts Finance Tax Company_Secretary Audit,Chemicals PetroChemical Plastic Rubber,Company Secretary
Immediate Requirement For Full Stack Developer Hyderabad CMMI Leve,Not Disclosed by Recruiter,angular java .net node.js angularjs javascript,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Android Developer,Not Disclosed by Recruiter,ipc javascript roid mobile_applications views developing motion_graphics web_technologies,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Opening For Software Testing Fresher Kothrud Pune,Not Disclosed by Recruiter,software_testing good_understanding_of_white blackbox a_/_b_testing,Other,IT_Software,IT-Software Software_Services,Fresher
Testing,Not Disclosed by Recruiter,java oracle sql_server perl db2 windows performance_tuning ldap http,Programming_&_Design,IT_Software,Recruitment Staffing,Testing Engineer
Press Tool Designer,Not Disclosed by Recruiter,autocad_3d press_tool_design drafting sheet_metal stamping tool_trials die_casting casting_tool progressive_tool,Engineering_Design,Engineering_Design R&D,Automobile Auto_Anciliary Auto_Components,Design Engineer
Verification Engineer,"2,00,000-7,00,000",asic_verification soc system_verilog uvm,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
C C Trained Freshers,"1,75,000-2,00,000",c++ c,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
HTML CSS,Not Disclosed by Recruiter,javascript html jquery drupal wordpress css3 front_end english html5 web_designing,Programming_&_Design,IT_Software,IT-Software Software_Services,Graphic/Web Designer
iOS developer,Not Disclosed by Recruiter,c++ c design mysql javascript html,Programming_&_Design,IT_Software,Strategy Management_Consulting_Firms,Software Developer
Senior Software Engineer,"12,00,000-15,00,000",c++ c qt,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
ERP Implementation Support Engineer,"1,75,000-3,25,000",user_training erp_implementation gap_analysis email_support it_consulting,Programming_&_Design,IT_Software,IT-Software Software_Services,Practice Head / Practice Manager
Opportunity for Head Engineering at Vee Technologies RR Nagar Blore,Not Disclosed by Recruiter,autocad solid_works design ug_nx inventor fea heavy_engineering dfmea mechanical_engineering automotive catia product_design new_product_development client_acquisition visa b1 h1b techno_-_commercial,Senior_Management,ITES BPO KPO LPO Customer_Service Operations,Automobile Auto_Anciliary Auto_Components,Head/VP/GM-Operations
Control M Administrator immediate Joining ,"4,00,000-9,00,000",control_-_m bmc,Other,IT_Software,IT-Software Software_Services,Outside Consultant
Senior Web Engineer developer React js redux,Not Disclosed by Recruiter,css postgresql javascript html mvc react.js,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
AGM Lonavala,"2,50,000-3,50,000",pest_control hospitality_sales driving property_management night_shift guest_handling people_management customer_handling resource_management four_wheeler,Food_&_Beverage,Hotels Restaurants,Travel Hotels Restaurants Airlines Railways,Captain
Academic Head,Not Disclosed by Recruiter,counselor teaching mentor trainer advisor,University_Level,Teaching Education Training Counselling,Education Teaching Training,HOD
SAP Po pi APIs Development,Not Disclosed by Recruiter,jdbc jms xslt change_management monitoring business_process outsourcing operations sap_pi,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Group CFO Head finance Based in Gurgaon for a Leading Service org,"50,00,000-80,00,000",finance_function taxation financial_reporting ifrs cash_flow_management treasury project_funding,Senior_Management,Accounts Finance Tax Company_Secretary Audit,Courier Transportation Freight Warehousing,Head/VP/GM-CFO/Financial Controller
Materials Planning Execution Specialis,Not Disclosed by Recruiter,logistics ms_office supply_chain_management order_management inventory_control legal_compliance continuous_improvement employee_engagement sap_mm_module customer_satisfaction,Purchase Material_Management,Supply_Chain Logistics Purchase Materials,Oil_and_Gas Energy Power Infrastructure,Material Management Executive/Manager
SEO Professional,Not Disclosed by Recruiter,loans article_submission cv algorithms search_engine sem social_bookmarking business_executive search_engine_optimization,Programming_&_Design,IT_Software,Banking Financial_Services Broking,Software Developer
Senior Software Engineer,Not Disclosed by Recruiter,relationship_management jquery quality_systems ado.net conceptualization wcf visual_studio microsoft software_implementation sql,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Academic Content Writer research Associate ,"1,25,000-2,00,000",economics law accounting subject_matter_expertise finance taxation,Content_Development,Journalism Editing Content,KPO Research Analytics,IT/Technical Content Developer
Corporate Communication Executive,"3,50,000-5,00,000",advertisement_planning collaterals adobe flyer marketing_communication advertisement corporate_communication catalogues communication corel_draw,Marketing,Marketing Advertising MR PR Media_Planning,Advertising PR MR Event_Management,Corporate Communication Executive
Service Design Specialist AVP,Not Disclosed by Recruiter,python manager_quality_assurance sdlc middleware configuration_management enterprise_applications data_analysis test_planning risk_management data_mining,Programming_&_Design,IT_Software,Education Teaching Training,Software Developer
Senior Java Developer Spring Framework,Not Disclosed by Recruiter,java agile tdd spring j2ee data_modeling spring_boot webservices ooad,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Business Analyst,Not Disclosed by Recruiter,business_analyst senior_analyst pharma analytical formulation consulting life_sciences research,Programming_&_Design,IT_Software,Medical Healthcare Hospitals,Business Analyst
Design Engineers,Not Disclosed by Recruiter,pre solid_works design function mechanical in_design auto_cad pro,Engineering_Design,Engineering_Design R&D,Automobile Auto_Anciliary Auto_Components,Design Engineer
Associate Implementation Consultant,Not Disclosed by Recruiter,information_technology healthcare operations deployment interpersonal_skills technical_training hardware_configuration client_coordination product_training testing,Programming_&_Design,IT_Software,IT-Software Software_Services,Software Developer
Need Fresher for Data Entry Operator CCE Under BPO Company,"1,50,000-2,75,000",bpo data_entry_operation cce inbound calling domestic night_shift international_bpo bpo_fresher domestic_bpo telecaller tele_marketing_executive tele_calling_executive bpo_hiring bpo_recruitment,Other,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Fresher
Android Developer,Not Disclosed by Recruiter,html android_sdk,Programming_&_Design,IT_Software,Recruitment Staffing,Software Developer
Deputy Manager International Marketing,Not Disclosed by Recruiter,international_sales surgical medical_tourism conference international_marketing promotions conferences events partnerships business_development hospital,Marketing,Marketing Advertising MR PR Media_Planning,Medical Healthcare Hospitals,International Marketing Manager
Systems Integration Advisor,Not Disclosed by Recruiter,vmware san automation change_management consulting active_directory network_security windows microsoft virtualization,Programming_&_Design,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
